prompt_id,scenario_type,model,prompt_type,output,output_length,collector,notes
P012,it_support_trainee,GPT,baseline,"Professional Summary Entry-level applicant with an associate degree in Computer Information Systems seeking an IT Support Trainee role. Brings customer service experience, basic computer troubleshooting skills, and hands-on exposure to Windows, macOS basics, Linux basics, ticketing systems, documentation, password resets, Microsoft Office, and basic networking. Prepared to support help desk tasks through clear communication, willingness to learn, and practical home lab experience. Skills Operating Systems: Windows, macOS basics, Linux basics IT Support: Basic computer troubleshooting, password resets, help desk readiness, ticketing systems, documentation Networking: Basic networking knowledge Tools: Microsoft Office, small scripting exposure Professional Skills: Customer service, clear communication, problem solving, willingness to learn Experience / Projects Customer Service Representative Provided customer service in a role requiring clear communication, patience, and problem solving. Translated customer needs into actionable next steps, building skills relevant to IT support and help desk environments. Practiced documenting information clearly and communicating issues in a user-focused way. Developed transferable skills for troubleshooting, support requests, and ticket-based workflows. Home Lab: Linux VM Setup Built a home lab using a Linux virtual machine to practice basic Linux setup and troubleshooting. Explored Linux basics in a hands-on environment relevant to entry-level IT support. Strengthened comfort with basic system navigation, software setup, and common error resolution. Software Installation and Error Documentation Project Documented steps to install software and resolve common errors. Created clear troubleshooting notes to support repeatable issue resolution. Practiced documentation habits relevant to tickets, knowledge base articles, and help desk support. File Organization Script Created a small script to organize files. Practiced basic scripting concepts to support simple automation and file management tasks. Applied problem-solving skills to improve organization and reduce manual steps. Additional Notes Candidate has no formal IT job yet, so this resume should emphasize customer service, associate degree coursework, home lab practice, documentation, and troubleshooting readiness. Recommended additions before applying: candidate name, city/state, email, phone number, LinkedIn, school name, graduation date, ticketing system names if known, and any specific Windows/macOS/Linux troubleshooting examples.",,Preet,
P012,it_support_trainee,GPT,context,"Professional Summary: Entry-level applicant with an associate degree in Computer Information Systems seeking an IT Support Trainee role. Brings customer service experience, basic computer troubleshooting ability, and hands-on exposure to Windows, macOS basics, Linux basics, ticketing systems, password resets, basic networking, Microsoft Office, and documentation. Prepared to support help desk tasks through clear communication, willingness to learn, and practical home lab experience. Skills: Operating Systems: Windows, macOS basics, Linux basics IT Support: Basic computer troubleshooting, password resets, help desk readiness, ticketing systems, tickets, documentation Networking: Basic networking knowledge Tools: Microsoft Office, small scripting exposure Professional Skills: Customer service, clear communication, problem solving, willingness to learn Experience / Projects: Customer Service Representative Provided customer service in a role requiring clear communication, patience, and problem solving. Listened to customer needs, communicated next steps, and supported issue resolution in a service-focused environment. Built transferable skills relevant to IT support, help desk communication, troubleshooting, and ticket-based workflows. Practiced documenting information clearly to support follow-up and consistent service. Home Lab: Linux VM Setup Built a home lab with a Linux virtual machine to practice Linux basics and technical troubleshooting. Used the lab environment to explore system setup, software installation, and common error resolution. Strengthened hands-on familiarity with Linux concepts relevant to entry-level IT support. Software Installation and Error Documentation Project Documented steps to install software and resolve common errors. Created troubleshooting notes that support repeatable issue resolution and knowledge sharing. Practiced documentation habits relevant to help desk tickets, user support, and technical issue tracking. File Organization Script Created a small script to organize files. Practiced basic scripting concepts to support simple automation and file management tasks. Applied problem-solving skills to reduce manual organization steps. Suggested Improvements: Add candidate name, city/state, email, phone number, and LinkedIn if available. Add school name, degree title, and graduation date for the associate degree. Add customer service employer name and dates if available. Add specific ticketing system names only if the candidate has used them. This resume is best targeted toward IT Support Trainee, Help Desk Trainee, Entry-Level IT Support, Technical Support Trainee, or Desktop Support Trainee roles.",,Preet,
P012,it_support_trainee,Claude,baseline,"YOUR NAME your.email@email.com · (555) 000-0000 · linkedin.com/in/yourprofile · City, State PROFESSIONAL SUMMARY Associate degree graduate in Computer Information Systems seeking a first IT support role. Brings hands-on home lab experience with Linux, software installation, error documentation, and basic scripting, combined with strong customer service and communication skills developed through direct customer-facing work. Eager to apply technical fundamentals and a service-oriented approach in a help desk or IT support trainee environment. TECHNICAL SKILLS Operating Systems: Windows, macOS (basic familiarity), Linux (home lab practice) Support Skills: Hardware and software troubleshooting, password resets, ticketing systems (coursework and self-study), technical documentation Networking: Basic networking concepts, network troubleshooting fundamentals Productivity & Tools: Microsoft Office, file management, basic scripting Transferable: Customer service, clear communication, issue triage, patience under pressure, documentation habits PROJECTS Home Lab — Linux VM Environment (Personal Project — Linux, VirtualBox/VMware) Built and configured a personal Linux virtual machine environment to practice IT support skills outside of a formal work setting Documented step-by-step installation procedures and common error resolutions in a structured format, producing reference material replicating help desk knowledge base practices Diagnosed and resolved software configuration errors encountered during setup, applying systematic troubleshooting to identify root causes and confirm fixes Wrote a basic file organization script to automate repetitive file management tasks, demonstrating foundational scripting awareness applicable to IT support workflows WORK EXPERIENCE Customer Service Representative — [Employer Name] Assisted customers with questions, complaints, and account issues in a fast-paced, high-volume environment requiring clear communication and composure under pressure Documented customer interactions and resolutions accurately, building habits in record-keeping and structured note-taking directly transferable to IT ticketing workflows Triaged incoming requests by urgency, gathered information to diagnose issues, and escalated complex cases to appropriate teams — mirroring core help desk support practices Explained technical and procedural information to non-technical customers clearly and patiently, a skill directly applicable to end-user IT support EDUCATION Associate of Applied Science, Computer Information Systems — [Institution Name] — [Graduation Year] Relevant coursework: IT Support Fundamentals, Networking Basics, Windows Administration, Help Desk Practices, Technical Documentation ADDITIONAL NOTES Honest gaps worth addressing before submitting: CompTIA IT Fundamentals+ or A+: No certification is listed, which is accurate. Either exam would be a high-impact, low-cost addition for an entry-level IT support candidate — CompTIA ITF+ is a natural starting point, with A+ being the industry standard for help desk roles. Worth pursuing before or during the job search. Ticketing system specifics: Ticketing systems are listed as a skill via coursework and self-study. If any specific platform was encountered — ServiceNow, Zendesk, Jira, Freshdesk, or a school simulation — naming it would improve ATS keyword matching and interviewer confidence. Networking depth: Basic networking is listed accurately. If coursework covered specific concepts — IP addressing, DHCP, DNS, subnetting, or VPN basics — adding those terms with a coursework label would strengthen ATS alignment without overstating experience. Home lab documentation: The home lab project references written installation and troubleshooting documentation. If those notes exist in a shareable format — a GitHub repo, Notion page, or Google Doc — consider adding a link. Visible documentation work is a meaningful differentiator for candidates without a formal IT job. Script details: A file organization script is listed accurately. If it was written in a specific language — Python, Bash, or PowerShell — naming the language adds specificity and ATS value. Role fit: This profile is well-targeted for an IT support trainee role. The combination of a CIS degree, home lab experience, documentation habits, and real customer service work covers the core JD requirements honestly. The most impactful single next step is earning a CompTIA certification before applying.",,Preet,
P012,it_support_trainee,Claude,context,"Here's your ATS-optimized IT support trainee resume draft: YOUR NAME your.email@email.com · (555) 000-0000 · linkedin.com/in/yourprofile · City, State PROFESSIONAL SUMMARY Associate degree graduate in Computer Information Systems seeking a first IT support or help desk trainee role. Built hands-on technical skills through a personal Linux home lab, software troubleshooting, error documentation, and basic scripting, complemented by strong customer communication habits developed through direct customer-facing work experience. Brings a service-oriented approach, structured documentation practices, and a genuine willingness to learn ticketing systems and expand technical support skills in a professional environment. SKILLS Operating Systems: Windows, macOS (basic familiarity), Linux (personal home lab practice) Support Skills: Hardware and software troubleshooting, password resets, ticketing systems (coursework and self-study), technical documentation Networking: Basic networking concepts and troubleshooting fundamentals (coursework) Productivity Tools: Microsoft Office, file management, basic scripting Transferable Competencies: Customer service, clear communication, issue triage, composure under pressure, structured record-keeping PROJECTS Home Lab — Linux VM Environment (Personal Project — Linux) Built and configured a Linux virtual machine environment independently to develop IT support skills outside of a formal work or classroom setting Produced structured, step-by-step installation guides and error resolution documentation, replicating the knowledge base and runbook practices used in help desk environments Diagnosed and resolved software configuration errors encountered during setup by applying systematic troubleshooting — identifying symptoms, isolating root causes, and verifying fixes Wrote a basic file organization script to automate repetitive file management tasks, demonstrating foundational scripting awareness relevant to IT support automation workflows EXPERIENCE Customer Service Representative — [Employer Name] Assisted customers with questions, account issues, and complaints in a fast-paced, high-volume environment requiring clear communication, active listening, and composure under pressure Documented customer interactions and resolutions accurately and consistently, building record-keeping habits directly transferable to IT ticketing and help desk documentation workflows Triaged incoming requests by urgency, gathered relevant information to diagnose issues, and escalated complex cases to appropriate teams — mirroring core IT support queue management practices Communicated procedural and technical information clearly to non-technical customers, a skill directly applicable to end-user IT support and help desk communication EDUCATION Associate of Applied Science, Computer Information Systems — [Institution Name] — [Graduation Year] Relevant coursework: IT Support Fundamentals, Networking Basics, Windows Administration, Help Desk Practices, Technical Documentation SUGGESTED IMPROVEMENTS Nothing below has been invented — these are genuine gaps worth closing before submitting: CompTIA certification: No certification is listed, which is accurate and has not been invented. CompTIA ITF+ is the natural entry point for candidates at this level; CompTIA A+ is the industry standard for help desk roles and is frequently used as an ATS filter. Pursuing either before or during the job search would be the single highest-impact improvement available to this candidate. Ticketing system specifics: Ticketing systems are listed as a skill via coursework and self-study, which is honest phrasing. If any specific platform was encountered — ServiceNow, Zendesk, Jira, Freshdesk, or a school simulation tool — naming it explicitly would improve both ATS keyword matching and reviewer confidence. Script language: The file organization script is referenced accurately. If it was written in a specific language — Python, Bash, or PowerShell — naming the language adds ATS specificity and grounds the skill more concretely for interviewers. Home lab documentation artifact: Structured troubleshooting and installation documentation is referenced in the project bullets. If those notes exist in a shareable format — a GitHub repository, Notion page, or Google Doc — adding a link would provide visible evidence of documentation quality, a meaningful differentiator for candidates without a formal IT job. Networking specifics: Basic networking is listed accurately as coursework. If specific concepts were covered — IP addressing, DHCP, DNS, subnetting, or VPN basics — adding them with a coursework label would strengthen ATS alignment for networking-adjacent keywords in the JD. macOS depth: macOS is listed as basic familiarity, which is correctly honest. If any coursework or personal use involved specific macOS support tasks — system preferences, user account management, or software troubleshooting — a brief added mention would substantiate the claim more concretely. Role fit: This profile is appropriately targeted for an IT support trainee role. The combination of a CIS degree, home lab experience, structured documentation habits, and real customer service experience covers the core JD requirements honestly. The absence of a CompTIA certification is the most significant gap relative to peer applicants; addressing it before applying is strongly recommended.",,Preet,
P013,database_developer_intern,GPT,baseline,"Professional Summary CS student with strong database coursework seeking a Database Developer Intern role. Skilled in SQL, MySQL, PostgreSQL, relational database design, ER/EER diagrams, normalization, schema design, triggers, stored procedures, Git, and basic Python. Hands-on project experience designing normalized schemas, writing database logic, creating schema documentation, and debugging constraint errors and import scripts. Skills Databases: SQL, MySQL, PostgreSQL Database Design: Relational database design, ER/EER diagrams, normalization, schema design Database Programming: Triggers, stored procedures, login/session event logic Documentation: Schema documentation, data dictionaries, diagrams Tools: Git, basic Python Software Development: Debugging, constraint error troubleshooting, import script debugging, coursework-based database development Experience / Projects Health/Food Planning App Database — Database Coursework Project Designed a normalized relational database for a health/food planning application. Created schema structures using relational database design, normalization, and ER/EER diagram concepts. Developed diagrams and data dictionaries to document tables, relationships, fields, and schema behavior. Used Git to manage database project files and related documentation. Login and Session Event Database Logic — MySQL Project Work Wrote MySQL triggers and stored procedures for login/session events. Applied SQL, stored procedures, and triggers to support database-side logic. Practiced debugging database behavior related to constraints, events, and data consistency. Strengthened understanding of backend database workflows relevant to application data management. Database Debugging and Import Scripts — Coursework Practice Debugged constraint errors and import scripts during database coursework and project development. Investigated schema, data, and SQL issues to identify causes of failed imports or constraint violations. Applied troubleshooting skills to improve database reliability and support structured data loading. Used basic Python exposure where applicable to support project or scripting tasks. Additional Notes Candidate has no database internship yet, so this resume should emphasize coursework, database projects, schema documentation, and SQL skills. Recommended additions before applying: candidate name, city/state, email, phone number, GitHub, LinkedIn, school name, expected graduation date, relevant database coursework, project dates, and repository links if available.",,Preet,
P013,database_developer_intern,GPT,context,"Professional Summary: CS student with strong database coursework seeking a Database Developer Intern role. Skilled in SQL, MySQL, PostgreSQL, relational database design, normalization, ER/EER diagrams, schema design, stored procedures, triggers, Git, and basic Python. Hands-on class project experience designing normalized schemas, creating schema documentation, writing database logic, and debugging constraint errors and import scripts. Skills: Databases: SQL, MySQL, PostgreSQL Database Design: Relational database design, ER/EER diagrams, normalization, schema design Database Programming: Stored procedures, triggers, login/session event logic Documentation: Schema documentation, data dictionaries, diagrams Tools: Git, basic Python Software Development: Debugging, constraint error troubleshooting, import script debugging, teamwork Experience / Projects: Health/Food Planning App Database, Coursework Project Designed a normalized relational database for a health/food planning application. Applied SQL, relational database design, normalization, and schema design concepts to structure application data. Created ER/EER diagrams and data dictionaries to document tables, relationships, fields, and schema behavior. Used Git to manage database project files and documentation. MySQL Login and Session Event Logic, Coursework Project Wrote MySQL triggers and stored procedures for login/session events. Applied database-side logic to support event handling and structured data workflows. Practiced debugging SQL behavior related to constraints, triggers, stored procedures, and data consistency. Strengthened hands-on experience with MySQL database programming. Database Debugging and Import Script Practice, Coursework Debugged constraint errors and import scripts during database coursework and project work. Investigated schema, data, and SQL issues to identify causes of failed imports or constraint violations. Applied troubleshooting skills to improve database reliability and support structured data loading. Used basic Python exposure where applicable for coursework or scripting support. Suggested Improvements: Add candidate name, city/state, email, phone number, GitHub, LinkedIn, and portfolio if available. Add school name, degree program, expected graduation date, and relevant database coursework. Add project dates and repository links if available. Add examples of teamwork only if the candidate has specific team-based database project experience. This resume is best targeted toward Database Developer Intern, SQL Developer Intern, Data Engineering Intern, or database-focused software internship roles.",,Preet,
P013,database_developer_intern,Claude,baseline,"YOUR NAME your.email@email.com · (555) 000-0000 · github.com/yourusername · linkedin.com/in/yourprofile · City, State PROFESSIONAL SUMMARY Computer Science student with strong database coursework and hands-on project experience in MySQL, PostgreSQL, relational schema design, normalization, stored procedures, and triggers. Designed and implemented a fully normalized database for a health and food planning application, including ER diagrams, data dictionaries, triggers, and debugging of constraint and import errors. Seeking a database developer internship to apply practical SQL and database design skills in a professional engineering environment. TECHNICAL SKILLS Databases: MySQL, PostgreSQL, SQL Design & Modeling: Relational schema design, ER/EER diagrams, normalization (1NF–3NF), data dictionaries Programmability: Stored procedures, triggers, constraints Debugging: Constraint error diagnosis, import script debugging, query troubleshooting Tools & Workflow: Git, basic Python Competencies: Schema documentation, data integrity enforcement, structured problem solving PROJECTS Health and Food Planning App Database (Course Project — MySQL, PostgreSQL) Designed a fully normalized relational database schema for a health and food planning application, applying normalization through third normal form to eliminate redundancy and enforce data integrity Produced ER and EER diagrams to model entity relationships, cardinalities, and inheritance structures, and authored a data dictionary documenting all tables, columns, data types, and constraints Wrote MySQL stored procedures to encapsulate reusable business logic within the database layer, reducing application-side complexity and enforcing consistent data operations Implemented database triggers to automate actions on login and session events, enforcing audit trail behavior and business rules at the database level Debugged constraint violations and import script errors by systematically analyzing error messages, inspecting schema definitions, and testing corrective SQL statements Managed schema versioning and project files using Git, maintaining a clear commit history throughout iterative development EDUCATION Bachelor of Science, Computer Science — [University Name] — Expected [Graduation Year] Relevant coursework: Database Systems, Advanced Database Design, SQL and Relational Theory, Data Structures, Software Engineering ADDITIONAL NOTES Honest gaps worth addressing before submitting: GitHub link: If the database project files — schema scripts, trigger definitions, stored procedures, ER diagrams, or data dictionary — are in a public repo, add a direct link in the project header. Visible, organized SQL code is the strongest credibility signal available for a candidate without paid database experience. PostgreSQL specificity: Both MySQL and PostgreSQL are listed as skills. If PostgreSQL was used for a distinct portion of the project — separate schema, queries, or procedures — a brief clarifying mention would ground the skill more concretely and prevent interview gaps. Python context: Basic Python is listed accurately. If Python was used in any database-adjacent task — data import scripts, CSV parsing, or database connection scripting — adding a one-line mention would substantiate it and add ATS value. Team collaboration: No team experience is explicitly documented. If this project was completed collaboratively — even peer review, shared schema design, or group debugging sessions — a brief honest mention would address the teamwork requirement in the JD. Additional projects: If any other coursework involved SQL queries, database assignments, or data modeling exercises, a second shorter project entry would reinforce database depth without overstating experience. Role fit: This profile is well-matched for a database developer internship. The health and food planning database project directly substantiates MySQL, normalization, stored procedures, triggers, ER diagrams, constraint debugging, and Git — covering nearly every keyword in the JD with honest, coursework-backed evidence.",,Preet,
P013,database_developer_intern,Claude,context,"Here's your ATS-optimized database developer internship resume draft: YOUR NAME your.email@email.com · (555) 000-0000 · github.com/yourusername · linkedin.com/in/yourprofile · City, State PROFESSIONAL SUMMARY Computer Science student with focused database coursework and hands-on project experience in SQL, MySQL, PostgreSQL, relational schema design, normalization, stored procedures, and triggers. Designed and implemented a fully normalized database for a health and food planning application, producing ER diagrams, data dictionaries, trigger logic, and debugging constraint and import errors through to resolution. Seeking a database developer internship to apply practical, project-backed database skills in a professional engineering environment. SKILLS Databases: MySQL, PostgreSQL, SQL Design and Modeling: Relational schema design, ER and EER diagrams, normalization through 3NF, data dictionaries Database Programmability: Stored procedures, triggers, constraints, data integrity enforcement Debugging: Constraint violation diagnosis, import script debugging, query error troubleshooting Tools: Git, basic Python Competencies: Schema documentation, structured problem solving, iterative development PROJECTS Health and Food Planning App Database (Course Project — MySQL, PostgreSQL, SQL) Designed a fully normalized relational database schema for a health and food planning application, applying normalization through third normal form to eliminate redundancy and enforce referential integrity across related tables Produced ER and EER diagrams to model entity relationships, cardinalities, and inheritance structures, and authored a data dictionary documenting all tables, columns, data types, constraints, and relationships Wrote MySQL stored procedures to encapsulate reusable business logic within the database layer, enforcing consistent data operations and reducing application-side complexity Implemented database triggers to automate actions on login and session events, enforcing audit and business rule behavior directly at the database level without application intervention Debugged constraint violation errors and import script failures by systematically analyzing error output, inspecting schema definitions, and testing and validating corrective SQL statements Tracked schema changes and project files using Git, maintaining a structured commit history throughout iterative development cycles EDUCATION Bachelor of Science, Computer Science — [University Name] — Expected [Graduation Year] Relevant coursework: Database Systems, Advanced Database Design, SQL and Relational Theory, Data Structures, Software Engineering SUGGESTED IMPROVEMENTS Nothing below has been invented — these are genuine gaps worth closing before submitting: GitHub link: If schema scripts, trigger definitions, stored procedures, ER diagrams, or data dictionary files are in a public repository, add a direct link in the project header. Organized, visible SQL code is the single strongest credibility signal available for a candidate without paid database experience, and reviewers for database roles will look for it. PostgreSQL specificity: Both MySQL and PostgreSQL are listed in skills and appear in the project. If PostgreSQL was used for a distinct portion — a separate schema, query set, or procedural component — clarifying which system handled which work would prevent a potential interview gap and demonstrate platform breadth more concretely. Python context: Basic Python is listed accurately as a skill. If Python was used in any database-adjacent task during this project or coursework — CSV import scripting, database connection handling, or data parsing — a one-line mention in the project bullets would substantiate it and add ATS keyword value. Teamwork evidence: The JD lists teamwork as a requirement, but no collaborative work is documented in the candidate information. If this project involved any group elements — shared schema design, peer code review, or collaborative debugging — a brief honest mention would directly address this gap. If the project was fully independent, that is fine to leave as-is. Additional coursework projects: If any other database assignments, query exercises, or data modeling work was completed in other courses, a second shorter project entry would reinforce database depth and provide additional ATS keyword surface area without overstating experience. Role fit: This profile is well-matched for a database developer internship. The health and food planning project alone substantiates SQL, MySQL, PostgreSQL, normalization, stored procedures, triggers, ER diagrams, constraint debugging, schema documentation, and Git — covering every technical keyword in the JD with honest, coursework-backed evidence. The only meaningful gap relative to the JD is the teamwork requirement, which is worth addressing if any collaborative context exists.",,Preet,
P014,devops_intern,GPT,baseline,"Professional Summary CS senior seeking a DevOps Intern role, with beginner-level DevOps exposure through coursework and class projects. Skilled in Linux, Git, GitHub, bash basics, Docker basics, npm scripts, environment variables, CI/CD concepts, troubleshooting, documentation, and developer collaboration. Hands-on experience configuring development scripts, supporting team Git workflows, resolving merge conflicts, and containerizing a small Python app with Docker. Skills DevOps / Infrastructure: DevOps fundamentals, Docker basics, CI/CD concepts, deployment concepts, environment variables Command Line / Scripting: Linux command line, bash basics, npm scripts Version Control: Git, GitHub, branches, merge conflict resolution Development Workflow: Backend/frontend dev scripts, developer collaboration, build/deployment troubleshooting Software Engineering: Documentation, troubleshooting, automation basics, team workflow Experience / Projects Node.js Development Workflow Configuration — Class Project Configured a Node.js project with separate backend and frontend development scripts. Used npm scripts and environment variables to support local development workflows. Practiced troubleshooting setup issues related to development commands and project configuration. Applied beginner DevOps concepts to improve project organization and developer workflow. Git/GitHub Team Collaboration Workflow — Team Project Used Git branches for team collaboration during project development. Resolved merge conflicts to keep team code changes integrated and organized. Practiced GitHub-based collaboration, version control, and clear communication with developers. Built experience with documentation and troubleshooting in a team development environment. Dockerized Python App — Class Demo Containerized a small Python application with Docker for a class demo. Created beginner-level exposure to Docker-based application packaging and deployment concepts. Practiced using Linux command line concepts while building and running the containerized app. Strengthened understanding of environment setup, troubleshooting, and repeatable development workflows. Additional Notes Candidate has no DevOps job experience yet, so this resume should emphasize class projects, coursework, team workflows, troubleshooting, and beginner-level DevOps exposure. Recommended additions before applying: candidate name, city/state, email, phone number, GitHub, LinkedIn, school name, expected graduation date, relevant coursework, project dates, repository links, and any CI/CD practice projects if completed later.",,Preet,
P014,devops_intern,GPT,context,"Professional Summary: CS senior seeking a DevOps Intern role, with beginner-level DevOps exposure through coursework and class projects. Skilled in Linux command line, Git, GitHub, bash basics, Docker basics, npm scripts, environment variables, CI/CD concepts, troubleshooting, documentation, and developer collaboration. Hands-on experience configuring development workflows, using Git branches, resolving merge conflicts, and containerizing a small Python app with Docker. Skills: DevOps / Infrastructure: DevOps fundamentals, Docker basics, CI/CD concepts, deployment concepts, environment variables Command Line / Scripting: Linux command line, bash basics, npm scripts Version Control: Git, GitHub, branching, merge conflict resolution Development Workflow: Backend/frontend dev scripts, collaboration with developers, build/deployment troubleshooting exposure Software Practices: Troubleshooting, documentation, automation basics, team workflow Experience / Projects: Node.js Development Workflow Configuration, Class Project Configured a Node.js project with separate backend and frontend development scripts. Used npm scripts and environment variables to support local development workflows. Practiced troubleshooting setup issues related to development commands and project configuration. Applied beginner-level DevOps concepts to improve developer workflow and project organization. Git/GitHub Team Collaboration Workflow, Team Project Used Git branches to support team collaboration during project development. Resolved merge conflicts to keep team code changes organized and integrated. Practiced GitHub-based collaboration, version control, and clear communication with developers. Documented workflow-related steps where relevant to support team understanding. Dockerized Python App, Class Demo Containerized a small Python application with Docker for a class demo. Built beginner-level exposure to Docker-based application packaging and deployment concepts. Practiced Linux command line usage while building and running the containerized app. Strengthened troubleshooting skills related to environment setup and repeatable development workflows. Suggested Improvements: Add candidate name, city/state, email, phone number, GitHub, LinkedIn, and portfolio if available. Add school name, degree program, expected graduation date, and relevant coursework. Add project dates and repository links if available. Add any real CI/CD practice projects later, such as a GitHub Actions workflow, only after completing them. This resume is best targeted toward DevOps Intern, Cloud/DevOps Intern, Software Engineering Intern with DevOps focus, or build/release support internship roles.",,Preet,
P014,devops_intern,Claude,baseline,"Here's your DevOps internship resume draft: YOUR NAME your.email@email.com · (555) 000-0000 · github.com/yourusername · linkedin.com/in/yourprofile · City, State PROFESSIONAL SUMMARY Computer Science senior with foundational DevOps exposure through project work in Linux, Git, Docker, and CI/CD concepts. Configured multi-part development environments, containerized an application with Docker, and practiced team-based Git workflows including branching and merge conflict resolution. Seeking a DevOps internship to deepen hands-on experience with deployment pipelines, automation, and build tooling in a professional engineering environment. TECHNICAL SKILLS Operating Systems and Shell: Linux, bash (scripting basics) Version Control: Git, GitHub, branching strategies, merge conflict resolution Containers: Docker (basic familiarity — class and personal project use) Build and Dev Tooling: npm scripts, environment variable configuration, multi-service project setup Concepts: CI/CD pipeline concepts, deployment fundamentals, build troubleshooting Competencies: Technical troubleshooting, documentation, developer collaboration, iterative problem solving PROJECTS Node.js Project Dev Environment Configuration (Team/Personal Project — Linux, npm, Git, GitHub) Configured a Node.js project with separate backend and frontend development scripts, managing environment variables and script execution to support a clean, repeatable local development workflow Resolved merge conflicts and managed feature branches using Git and GitHub during team collaboration, maintaining a stable main branch throughout active development Documented environment setup steps and configuration decisions to support consistent onboarding and reduce setup friction for team members Docker Containerization Demo (Class Project — Docker, Python, Linux) Containerized a small Python application using Docker for a class demonstration, writing a Dockerfile to define the runtime environment, dependencies, and entry point Configured the container environment to replicate consistent application behavior across different host machines — a core principle of deployment reliability and DevOps practice Troubleshot container build errors by inspecting Docker output logs, adjusting configuration, and iterating to a successful build and run EDUCATION Bachelor of Science, Computer Science — [University Name] — Expected [Graduation Year] Relevant coursework: Operating Systems, Software Engineering, Networking Fundamentals, Linux Systems, Distributed Systems ADDITIONAL NOTES Honest gaps worth addressing before submitting: GitHub profile activity: A visible GitHub profile with these project repos, commit history, and branch structure is the strongest credibility signal for a DevOps internship candidate without paid experience. If repos are public, ensure they include a clear README and structured commit history before applying. Bash scripting depth: Bash basics is listed and labeled accurately. If any specific scripts were written — startup scripts, environment setup automation, or build helpers — adding a one-line example would substantiate the skill more concretely and add ATS value. CI/CD hands-on exposure: CI/CD is listed as a concept, which is honest. Even basic self-directed exposure — setting up a GitHub Actions workflow, a simple automated test runner, or a free-tier pipeline on any platform — would elevate this from conceptual to practiced and directly address one of the JD's core keywords. Cloud platform exposure: No cloud platform is mentioned, which is accurate and has not been invented. Even free-tier familiarity with AWS, GCP, or Azure — particularly around compute instances or deployment services — would meaningfully strengthen a DevOps internship application and is worth pursuing before the job search. Documentation artifact: Environment setup documentation is referenced in the Node.js project. If that documentation exists in a shareable format — a README, wiki, or structured notes — linking to it would provide concrete evidence of a skill the JD explicitly requires. Role fit: This profile is appropriately targeted for a DevOps internship. The Docker containerization project, Git team workflow, environment configuration work, and CI/CD conceptual knowledge collectively cover the core JD requirements honestly. Adding even one hands-on CI/CD experience would significantly strengthen the application before submitting.",,Preet,
